id,city,hour,is_workday,weather,temp_1,temp_2,wind,y
4941,1,23,1,1,23.3,25.3,1,23
4942,0,22,0,1,3.8,-0.4,2,15
4943,1,2,0,1,3.6,1.3,0,13
4944,1,17,1,1,25.4,29.6,0,145
4945,0,23,0,1,17.2,17.8,0,23
4946,0,13,1,2,20.0,24.8,1,68
4947,0,3,1,1,8.3,4.3,2,1
4948,1,0,1,1,19.9,19.7,0,10
4949,1,9,0,1,17.0,17.6,2,65
4950,0,8,0,2,3.4,0.1,1,15
4951,0,6,1,1,12.4,12.7,2,38
4952,0,18,0,1,21.2,25.1,1,122
4953,1,23,1,1,25.4,29.6,0,18
4954,0,2,1,2,20.5,22.3,1,3
4955,0,12,1,2,11.8,12.1,0,79
4956,0,7,1,2,22.6,23.5,0,107
4957,1,13,1,1,6.2,2.1,3,37
4958,1,16,1,2,18.4,19.1,2,16
4959,1,21,1,1,22.8,24.8,0,60
4960,1,5,0,1,0.9,-3.5,1,2
4961,0,20,1,1,21.2,25.1,1,119
4962,0,21,1,1,14.0,14.4,0,49
4963,0,15,1,1,8.9,7.0,1,39
4964,0,3,0,1,4.7,2.5,0,4
4965,1,10,1,2,9.6,9.7,3,18
4966,0,3,1,1,22.5,23.5,1,1
4967,0,10,0,1,27.3,29.5,0,96
4968,0,9,1,2,14.9,15.3,0,77
4969,1,18,1,1,10.5,10.7,0,111
4970,0,18,1,2,9.9,10.0,2,132
4971,1,20,1,1,17.2,17.8,0,59
4972,0,10,1,2,26.7,29.9,2,47
4973,1,4,1,1,13.2,13.6,1,1
4974,0,21,1,1,7.1,5.1,1,39
4975,1,1,0,1,19.5,20.2,1,16
4976,1,10,1,3,17.4,18.0,2,31
4977,0,17,1,2,7.9,5.9,1,120
4978,1,14,1,1,26.5,26.7,2,53
4979,1,6,1,3,16.1,16.7,2,9
4980,1,12,1,1,33.1,37.7,1,44
4981,1,6,1,1,6.1,6.0,0,29
4982,0,2,1,2,20.2,21.0,1,2
4983,1,11,1,1,19.8,24.6,2,51
4984,1,10,1,1,14.2,14.6,2,37
4985,0,10,1,1,26.9,28.1,1,50
4986,1,0,0,1,8.3,7.3,0,14
4987,0,13,1,1,11.8,12.1,1,70
4988,1,13,1,1,31.9,32.4,2,54
4989,0,11,1,1,28.1,31.4,2,50
4990,1,20,1,1,18.3,19.0,0,75
4991,0,5,0,1,13.2,13.6,2,0
4992,1,5,1,2,-0.1,-3.6,1,2
4993,1,17,0,1,21.4,24.3,0,131
4994,0,20,1,1,6.5,6.4,0,45
4995,0,23,1,1,7.0,7.0,0,24
4996,1,3,1,1,25.3,28.4,1,1
4997,0,11,0,1,18.3,19.0,2,148
4998,1,7,1,1,2.4,-1.9,2,30
4999,0,5,1,1,10.4,10.5,2,5
5000,1,9,0,1,18.4,19.1,2,48
5001,1,6,1,2,1.6,1.2,0,10
5002,0,12,1,2,6.9,2.9,3,56
5003,0,3,1,1,21.0,20.9,0,0
5004,1,7,1,1,1.6,-3.8,2,33
5005,1,8,0,1,11.7,12.0,4,14
5006,0,3,0,2,25.3,27.4,0,10
5007,1,16,1,1,22.4,25.3,2,84
5008,0,13,1,2,20.1,24.9,1,77
5009,0,15,1,1,23.4,25.4,1,73
5010,0,13,1,1,21.0,24.9,1,96
5011,1,10,1,1,30.3,32.8,2,27
5012,0,11,1,2,1.8,-0.6,0,15
5013,1,14,0,1,27.0,27.2,0,111
5014,1,3,0,1,21.6,21.5,2,8
5015,1,18,0,2,22.0,24.9,0,141
5016,1,17,0,1,18.7,19.4,1,122
5017,1,13,1,2,27.5,30.8,2,55
5018,0,14,1,1,28.8,30.1,2,63
5019,0,21,0,1,27.5,27.8,1,81
5020,0,9,1,2,13.7,14.1,0,76
5021,1,14,1,1,15.4,15.9,3,34
5022,0,20,1,1,6.3,4.2,1,54
5023,1,13,1,1,18.6,19.3,3,59
5024,1,4,0,1,6.5,4.5,1,0
5025,0,13,0,1,23.1,25.1,2,164
5026,0,16,1,2,11.6,11.9,2,107
5027,1,10,0,2,25.6,29.8,2,78
5028,0,14,1,1,15.4,15.9,2,40
5029,1,8,1,2,25.2,28.3,1,132
5030,1,19,1,2,20.6,23.5,1,94
5031,1,20,1,1,16.7,17.3,2,78
5032,0,14,1,1,32.5,0.1,3,83
5033,0,5,1,1,-1.5,-7.1,1,2
5034,1,3,0,1,13.9,14.3,1,8
5035,0,17,0,1,26.7,29.9,1,126
5036,1,8,0,1,7.8,5.8,1,18
5037,1,3,0,1,4.3,1.1,1,7
5038,0,13,0,1,32.3,35.9,2,126
5039,1,20,1,2,11.6,11.9,2,36
5040,1,5,1,3,3.2,-1.1,2,2
5041,0,0,1,1,11.3,11.5,2,14
5042,1,19,1,1,16.0,16.6,2,103
5043,0,14,1,1,27.4,30.7,3,78
5044,1,5,1,1,22.8,23.8,0,7
5045,1,8,1,3,9.2,7.3,1,21
5046,1,18,1,1,10.4,10.5,2,40
5047,1,20,0,1,21.1,22.0,0,72
5048,1,2,1,1,25.5,28.7,1,3
5049,1,17,1,2,8.9,7.0,1,65
5050,0,3,1,1,17.6,18.2,0,1
5051,1,5,1,1,22.5,23.5,0,6
5052,1,23,1,1,15.7,16.2,0,18
5053,0,7,1,3,9.4,9.5,0,52
5054,1,21,1,1,26.2,30.4,1,68
5055,0,18,1,2,21.1,23.0,1,197
5056,0,5,1,2,10.8,11.0,2,7
5057,1,11,1,3,6.7,2.7,4,5
5058,0,20,0,1,32.6,37.2,2,140
5059,1,10,1,2,3.9,1.7,1,14
5060,1,6,1,1,22.6,23.6,1,37
5061,0,21,1,3,15.8,16.3,1,8
5062,1,14,1,1,5.5,2.3,1,21
5063,1,17,1,2,22.6,23.6,0,168
5064,0,3,1,1,22.2,22.1,0,1
5065,1,12,1,2,8.8,5.9,2,48
5066,0,18,1,1,9.3,7.4,1,115
5067,0,20,1,2,3.6,1.3,0,57
5068,0,20,1,2,4.5,1.3,1,42
5069,0,15,1,2,20.2,25.0,2,76
5070,1,22,1,1,4.4,2.2,1,27
5071,1,21,1,1,26.9,30.1,1,60
5072,1,16,1,1,22.8,24.8,2,82
5073,0,23,1,1,4.3,2.1,0,10
5074,1,19,1,2,6.6,6.6,0,38
5075,0,2,1,1,11.0,11.2,0,0
5076,0,0,0,1,26.7,28.9,0,42
5077,1,19,0,3,17.3,17.9,1,74
5078,0,21,1,1,13.9,14.3,2,24
5079,0,21,1,1,15.1,15.6,1,64
5080,1,17,0,1,12.8,13.1,3,72
5081,1,21,0,1,10.7,10.9,1,15
5082,1,14,1,2,6.5,6.4,0,42
5083,0,20,1,1,34.9,42.7,2,78
5084,1,21,1,1,28.2,31.5,0,55
5085,1,11,1,1,12.9,13.2,1,33
5086,0,3,1,2,9.2,9.3,0,0
5087,1,9,0,2,-0.5,-1.0,0,11
5088,1,17,0,2,22.6,22.6,0,34
5089,0,13,1,1,29.5,29.9,2,76
5090,0,2,1,1,22.7,-0.3,1,4
5091,1,13,1,2,17.8,18.5,2,51
5092,0,12,0,1,21.1,25.0,2,173
5093,0,1,1,1,20.7,21.6,0,5
5094,0,3,1,2,15.6,16.1,2,0
5095,1,22,0,1,28.4,30.7,0,62
5096,0,16,1,1,29.2,29.6,3,105
5097,0,16,0,2,12.5,12.8,0,112
5098,0,12,0,1,11.2,11.4,2,104
5099,1,19,1,1,27.0,27.2,1,136
5100,1,4,1,1,17.1,17.7,2,0
5101,0,22,1,1,20.7,23.5,1,74
5102,1,11,1,1,13.3,13.7,0,35
5103,0,9,1,2,22.4,22.3,2,75
5104,0,11,0,1,-0.4,-5.9,2,45
5105,0,14,1,2,10.6,10.8,0,32
5106,0,13,1,2,15.8,16.3,1,60
5107,1,19,0,2,10.2,10.3,1,37
5108,0,23,1,1,23.0,24.0,2,41
5109,1,18,0,1,2.8,-0.5,1,20
5110,0,9,0,2,11.2,11.5,0,45
5111,0,17,1,1,29.7,31.1,1,208
5112,1,7,1,3,20.8,19.7,0,53
5113,0,17,1,1,21.9,23.8,2,198
5114,0,12,1,1,4.9,0.7,2,29
5115,1,20,1,2,7.2,5.2,1,45
5116,0,21,1,1,14.9,15.3,0,44
5117,1,19,1,1,17.2,17.8,2,108
5118,1,14,1,1,23.4,25.4,2,52
5119,1,7,0,2,13.2,13.6,1,11
5120,0,8,0,1,5.8,3.7,1,14
5121,1,7,1,1,17.8,18.4,1,111
5122,0,10,1,2,9.4,9.5,0,34
5123,0,15,0,1,28.6,30.9,2,136
5124,1,9,0,2,21.6,20.5,2,45
5125,0,11,0,1,21.9,24.8,1,141
5126,0,22,0,1,18.6,19.3,1,69
5127,1,18,1,1,26.9,29.1,2,186
5128,1,11,1,1,4.8,1.6,2,16
5129,1,23,1,2,0.9,-1.6,0,6
5130,0,21,1,1,7.8,3.8,3,37
5131,1,23,1,1,20.6,20.4,0,27
5132,0,10,1,1,14.7,15.1,0,47
5133,1,6,1,1,1.7,-2.7,2,9
5134,1,15,0,2,11.2,11.4,2,48
5135,1,10,1,2,5.8,3.7,1,37
5136,1,19,1,1,28.3,32.6,0,85
5137,0,2,0,3,11.4,11.7,2,8
5138,0,13,1,1,25.9,29.1,2,79
5139,1,22,0,1,20.1,22.9,1,61
5140,0,14,0,1,31.9,32.4,2,140
5141,1,3,1,3,22.4,22.3,0,0
5142,0,6,1,1,4.8,2.6,0,26
5143,1,21,1,1,1.4,-2.0,1,14
5144,0,12,0,2,10.4,10.5,1,106
5145,1,5,1,1,2.7,2.4,0,5
5146,1,19,1,1,19.2,19.9,1,112
5147,1,11,1,2,20.1,24.9,0,44
5148,0,19,0,1,30.9,31.4,2,95
5149,0,15,1,1,23.9,25.9,2,87
5150,1,22,1,1,15.0,15.4,0,33
5151,0,14,1,2,3.7,-2.5,4,29
5152,0,4,1,1,3.6,0.3,1,1
5153,1,2,1,1,20.9,22.8,2,3
5154,0,12,1,1,22.2,24.1,1,67
5155,1,5,0,1,21.0,21.9,0,2
5156,0,11,1,3,25.7,29.9,1,53
5157,1,19,0,1,27.2,29.4,1,87
5158,0,16,1,1,18.0,18.7,1,88
5159,1,22,1,1,16.5,17.1,0,35
5160,1,15,1,1,25.4,28.5,3,33
5161,1,20,1,1,24.6,27.7,1,102
5162,0,3,1,1,16.0,16.5,0,1
5163,0,7,1,1,15.8,16.3,0,151
5164,1,3,1,2,7.8,4.8,2,0
5165,1,14,1,2,8.6,5.7,2,24
5166,1,4,1,1,16.8,17.4,2,1
5167,1,14,1,1,22.6,24.6,2,57
5168,1,10,0,2,8.1,6.1,1,39
5169,1,19,0,3,20.4,21.2,2,58
5170,0,7,1,2,6.2,4.1,1,93
5171,1,6,1,1,8.3,6.3,1,29
5172,0,0,1,1,8.9,7.0,2,6
5173,0,21,1,1,22.4,24.3,1,71
5174,0,12,1,2,5.6,1.4,2,34
5175,1,20,1,1,27.5,30.8,0,75
5176,1,14,1,1,27.8,32.1,2,48
5177,0,7,1,1,15.6,16.1,0,133
5178,1,8,0,1,31.8,36.3,2,32
5179,1,15,0,1,33.6,37.2,2,93
5180,1,17,1,3,14.2,14.6,4,78
5181,0,17,0,1,22.0,21.9,2,58
5182,1,3,1,2,5.7,2.5,2,0
5183,0,12,1,2,6.1,4.0,1,56
5184,1,2,1,2,7.1,6.1,1,2
5185,0,20,0,1,2.7,-2.6,2,17
5186,0,9,0,1,3.4,-1.9,2,37
5187,0,14,1,3,20.5,18.3,4,35
5188,0,7,0,2,11.2,11.4,1,21
5189,0,7,1,1,1.6,-1.8,0,78
5190,0,10,1,1,27.1,27.3,0,58
5191,1,9,1,2,15.0,15.5,2,63
5192,0,2,1,1,21.6,24.5,2,3
5193,1,7,1,1,1.2,-2.2,1,25
5194,0,21,1,2,24.9,27.0,2,49
5195,1,20,0,1,13.1,13.4,1,67
5196,1,18,1,1,34.0,37.7,2,137
5197,1,0,0,1,24.4,26.5,2,43
5198,0,12,0,3,1.2,-0.2,0,11
5199,1,20,0,1,25.1,28.2,1,65
5200,1,19,1,1,4.7,4.5,0,30
5201,0,7,1,1,16.9,17.5,2,138
5202,1,19,0,1,-2.6,-8.2,2,15
5203,1,20,1,1,25.7,27.9,2,100
5204,1,2,0,1,12.5,12.8,2,26
5205,0,1,1,1,16.0,16.5,0,5
5206,1,22,0,2,2.6,-2.7,3,3
5207,0,14,1,2,9.4,6.5,3,13
5208,0,11,1,2,4.9,2.7,0,38
5209,1,0,1,1,19.7,20.4,0,11
5210,0,12,1,1,27.3,28.6,0,91
5211,0,6,0,1,2.9,-2.4,2,0
5212,1,14,1,1,27.2,29.4,0,45
5213,0,10,1,1,27.7,30.0,1,46
5214,1,19,1,1,20.2,25.0,2,130
5215,1,15,0,2,17.3,17.9,1,88
5216,1,4,1,1,25.9,29.1,1,1
5217,0,20,1,2,26.5,29.7,1,113
5218,1,12,1,1,5.9,1.8,2,42
5219,0,14,0,1,1.7,-3.7,3,47
5220,1,18,1,1,22.7,23.7,0,165
5221,0,3,1,2,19.6,20.3,0,0
5222,0,6,1,1,13.1,13.4,1,45
5223,0,16,1,1,19.8,24.6,2,71
5224,0,7,0,1,26.4,29.6,0,12
5225,0,20,1,1,16.6,17.2,2,85
5226,0,5,1,2,5.8,5.7,0,5
5227,0,5,1,1,21.9,22.8,0,9
5228,0,9,1,1,19.0,19.7,1,96
5229,1,21,1,1,21.7,22.6,2,56
5230,0,13,0,1,24.2,26.2,2,174
5231,1,2,0,1,15.9,16.5,0,20
5232,1,16,1,1,20.0,24.8,2,61
5233,0,8,0,1,2.6,-1.7,2,28
5234,1,11,1,1,19.4,20.1,2,39
5235,1,0,1,3,7.9,4.9,2,0
5236,1,18,1,3,27.6,29.9,2,82
5237,0,3,0,1,10.6,10.8,2,7
5238,0,5,1,1,9.7,9.8,0,11
5239,0,20,1,1,20.4,24.2,2,84
5240,0,5,1,2,10.2,10.3,0,6
5241,0,6,1,1,1.9,-2.5,1,16
5242,0,13,0,1,20.0,23.8,0,174
5243,0,8,0,1,11.8,12.1,1,137
5244,0,1,1,2,3.9,1.7,0,3
5245,0,15,0,1,9.0,7.1,0,89
5246,0,0,0,2,24.6,26.7,0,34
5247,1,15,0,1,10.6,10.8,1,102
5248,1,23,1,2,17.6,18.2,1,30
5249,0,11,1,2,31.3,36.8,2,51
5250,1,14,0,1,26.6,26.8,2,135
5251,0,11,0,2,8.5,5.6,3,86
5252,0,3,1,1,21.9,-0.2,0,0
5253,0,7,1,2,3.3,3.0,0,51
5254,1,2,1,1,-0.3,-0.8,0,0
5255,0,10,1,1,4.9,0.7,2,32
5256,0,1,0,2,24.3,26.3,1,13
5257,0,15,0,1,33.1,37.7,3,124
5258,0,0,0,1,10.3,10.4,2,22
5259,0,23,0,2,19.2,19.9,1,33
5260,1,14,1,2,10.9,11.1,2,20
5261,0,8,0,1,1.9,-1.4,1,17
5262,0,16,1,2,7.7,5.7,1,83
5263,0,9,1,2,8.8,8.9,0,82
5264,0,18,1,1,5.6,2.4,1,143
5265,1,4,1,1,25.2,28.3,2,3
5266,1,16,1,2,20.1,23.9,1,78
5267,0,8,1,1,16.1,16.7,0,173
5268,1,21,1,1,16.8,17.4,3,37
5269,1,8,1,2,5.6,1.5,3,29
5270,0,7,0,1,-2.0,-7.6,2,4
5271,1,9,0,1,8.6,4.7,4,42
5272,0,2,0,1,22.6,24.5,2,15
5273,1,7,1,1,4.0,0.8,1,34
5274,1,13,0,1,17.7,18.3,1,93
5275,0,8,1,1,19.2,19.9,0,182
5276,0,15,0,1,26.8,28.0,3,191
5277,0,17,1,1,25.1,27.2,0,233
5278,0,12,0,1,12.9,13.2,0,145
5279,1,20,1,2,2.7,2.4,0,24
5280,0,20,0,3,3.2,-1.1,1,19
5281,1,4,0,1,12.5,12.8,0,4
5282,0,11,1,2,29.2,32.5,1,54
5283,0,22,0,1,20.0,23.8,1,38
5284,0,15,0,3,12.0,12.3,1,77
5285,0,18,0,1,10.9,11.1,0,17
5286,1,3,1,1,6.4,3.3,2,2
5287,0,15,0,1,32.0,32.6,2,124
5288,0,13,0,1,15.1,15.6,1,163
5289,1,9,0,1,17.1,17.7,0,65
5290,0,14,1,1,22.1,25.0,1,75
5291,1,12,1,2,16.1,16.7,1,66
5292,1,20,0,1,27.2,30.5,2,94
5293,0,20,0,1,15.7,16.2,2,52
5294,1,15,0,2,11.3,11.6,2,58
5295,1,12,1,1,5.6,2.4,2,21
5296,0,9,0,3,2.0,-3.3,2,30
5297,0,12,0,1,24.4,26.4,2,162
5298,0,9,0,1,28.0,30.3,0,73
5299,1,11,0,2,12.2,12.5,2,18
5300,1,9,1,2,7.3,5.3,1,63
5301,0,17,1,3,9.2,7.3,2,32
5302,0,1,1,1,7.5,7.5,0,0
5303,1,14,0,3,6.7,3.7,2,57
5304,1,14,0,1,29.8,33.2,3,129
5305,0,5,0,1,15.5,16.0,1,3
5306,1,13,1,1,21.8,22.7,2,45
5307,0,22,1,2,1.9,-0.5,0,15
5308,0,23,1,1,8.2,4.2,2,15
5309,1,17,1,1,15.4,15.9,1,158
5310,1,2,1,3,-1.6,-6.2,1,0
5311,1,22,1,2,6.5,4.5,1,13
5312,0,12,1,3,20.7,22.5,2,72
5313,0,6,0,2,15.3,15.8,2,9
5314,1,19,1,1,9.8,9.9,4,29
5315,0,15,1,1,35.6,43.4,2,60
5316,0,6,1,1,25.4,28.6,1,38
5317,0,15,1,1,16.8,17.4,4,82
5318,1,0,0,1,-0.8,-3.3,0,9
5319,0,18,1,3,9.1,7.2,1,40
5320,0,12,1,2,5.9,1.8,3,40
5321,0,17,1,1,21.8,24.7,2,208
5322,1,16,1,3,13.1,13.4,2,13
5323,0,21,1,1,31.9,35.4,1,81
5324,0,16,1,1,19.9,22.7,2,95
5325,0,6,1,1,7.1,4.1,2,25
5326,1,17,1,1,15.6,16.1,0,92
5327,1,12,1,1,20.0,24.8,1,58
5328,1,10,1,1,34.0,44.7,0,34
5329,1,12,1,1,1.9,-2.4,2,18
5330,1,10,0,1,7.0,4.0,2,57
5331,1,19,0,1,24.1,26.1,1,90
5332,1,13,0,3,11.2,11.4,2,92
5333,0,14,1,2,9.7,9.8,2,51
5334,1,16,0,1,19.0,19.7,1,139
5335,0,13,1,1,35.0,38.8,2,79
5336,0,8,1,1,27.1,29.3,0,164
5337,1,7,1,1,7.5,6.5,0,37
5338,1,23,1,1,13.9,14.3,2,24
5339,1,10,1,2,26.4,29.6,2,42
5340,0,14,0,1,7.0,3.0,4,52
5341,0,6,1,1,1.6,-3.8,2,18
5342,0,7,0,1,3.3,3.0,0,10
5343,0,14,1,2,12.7,13.0,2,51
5344,0,7,1,1,20.6,21.4,2,128
5345,1,14,0,1,26.9,29.1,2,114
5346,0,12,0,2,14.5,14.9,4,124
5347,1,9,0,1,27.3,32.6,0,55
5348,1,13,1,2,9.0,6.1,2,29
5349,0,20,0,1,10.3,10.5,1,28
5350,0,10,1,1,6.5,2.4,2,33
5351,1,23,1,1,28.0,33.3,1,34
5352,0,22,1,2,4.5,-0.7,3,22
5353,1,17,0,1,11.8,12.1,5,38
5354,1,18,1,1,20.3,25.1,1,177
5355,1,2,1,1,0.6,-4.9,2,0
5356,0,12,1,1,10.6,10.8,2,59
5357,1,12,1,1,28.8,29.1,2,64
5358,0,10,1,3,23.3,23.3,1,11
5359,0,9,1,1,19.9,24.7,2,91
5360,1,15,1,1,10.5,10.7,2,45
5361,1,6,1,1,7.6,6.6,0,21
5362,0,14,1,1,20.6,24.4,0,76
5363,1,14,0,1,12.7,13.0,0,84
5364,1,10,0,1,9.0,9.1,0,42
5365,0,21,0,1,18.3,19.0,1,51
5366,1,18,0,1,22.0,22.9,0,120
5367,0,13,1,2,24.7,25.8,3,64
5368,0,9,0,1,15.2,15.7,2,69
5369,0,21,1,1,19.8,24.6,0,73
5370,0,18,1,1,8.0,6.0,1,96
5371,1,11,1,1,1.8,-0.6,0,15
5372,0,12,0,1,27.8,30.1,2,130
5373,1,11,0,1,15.3,15.8,3,72
5374,1,12,0,2,16.7,17.3,3,106
5375,1,17,0,1,16.4,17.0,2,69
5376,1,5,1,1,16.4,17.0,3,8
5377,0,18,1,1,27.7,31.0,2,217
5378,1,6,1,1,3.9,-0.3,2,9
5379,0,8,1,1,22.8,24.8,0,192
5380,1,17,1,2,22.5,25.4,1,178
5381,1,5,1,1,24.7,26.8,0,9
5382,1,9,1,1,27.2,28.4,0,62
5383,0,4,0,2,21.2,24.1,1,5
5384,0,22,1,1,18.2,18.9,0,54
5385,0,10,1,1,7.9,6.9,0,34
5386,0,8,1,3,15.4,15.9,2,56
5387,1,19,0,2,17.2,17.8,0,73
5388,1,12,1,1,28.2,32.5,2,58
5389,0,12,1,1,26.2,27.4,1,119
5390,1,6,1,2,11.2,11.5,0,22
5391,1,7,0,2,23.1,24.1,1,21
5392,0,0,1,1,7.1,6.1,0,7
5393,0,2,1,1,24.7,27.8,1,2
5394,1,9,1,2,6.6,6.5,0,71
5395,1,16,1,1,29.2,34.6,2,100
5396,0,14,0,1,31.0,30.5,1,150
5397,0,20,1,1,6.8,6.8,0,57
5398,1,3,1,2,6.5,3.4,2,0
5399,0,1,1,2,24.8,27.9,0,4
5400,1,17,1,1,29.9,34.3,1,159
5401,0,23,1,1,15.9,16.5,0,22
5402,1,3,0,1,12.6,12.9,0,9
5403,1,12,1,1,16.4,17.0,3,58
5404,1,18,1,2,3.2,0.9,0,46
5405,1,2,0,2,21.1,23.0,1,22
5406,1,17,1,2,12.5,12.8,3,33
5407,1,15,1,1,11.6,11.9,0,87
5408,0,13,1,2,10.4,10.5,0,43
5409,0,1,1,1,17.3,17.9,0,12
5410,1,15,0,1,6.2,6.1,0,79
5411,1,11,1,2,25.9,29.1,2,45
5412,1,9,0,1,20.8,23.7,0,56
5413,1,3,0,1,3.6,0.3,1,5
5414,0,10,0,1,11.9,12.2,0,96
5415,0,10,1,1,21.3,23.2,0,43
5416,1,0,0,1,24.2,26.2,0,34
5417,1,22,0,1,3.5,1.2,0,13
5418,0,5,1,1,22.1,22.0,1,6
5419,0,23,1,1,24.5,26.5,1,39
5420,1,5,1,1,-0.6,-1.1,0,6
5421,1,13,1,1,19.8,24.6,1,52
5422,0,0,1,1,7.9,7.9,0,5
5423,0,3,1,2,10.8,11.0,1,0
5424,0,21,1,3,19.8,19.6,4,17
5425,1,14,1,1,9.1,6.2,2,28
5426,1,17,1,1,31.9,39.4,1,136
5427,0,23,0,1,23.6,25.6,0,28
5428,1,10,1,1,25.5,27.7,3,45
5429,0,0,1,2,2.8,-0.5,1,5
5430,1,11,0,3,4.6,-0.6,3,8
5431,1,8,1,2,7.1,5.1,0,75
5432,1,15,0,1,15.8,16.3,2,44
5433,1,18,0,2,25.8,29.0,1,85
5434,1,14,0,2,15.0,15.4,1,89
5435,1,11,0,1,28.0,31.3,1,97
5436,1,4,0,2,6.0,3.9,1,0
5437,0,9,1,2,17.5,18.1,1,102
5438,0,0,1,1,24.5,27.6,0,14
5439,1,20,1,1,22.3,22.2,2,93
5440,0,4,1,1,10.3,10.4,0,1
5441,0,6,0,1,18.3,19.0,2,10
5442,1,5,0,1,9.4,7.5,1,0
5443,1,5,1,2,21.1,22.0,1,6
5444,0,0,0,2,10.5,10.7,1,29
5445,1,22,0,1,4.7,2.5,1,13
5446,0,23,0,3,22.8,23.8,1,40
5447,1,23,0,2,9.4,7.5,1,19
5448,0,17,1,1,20.8,23.7,1,192
5449,1,1,0,2,6.6,6.6,0,4
5450,1,7,1,1,19.9,19.7,2,77
5451,1,12,1,1,36.0,46.8,1,34
5452,0,12,1,2,29.6,33.0,0,71
5453,1,18,1,2,7.7,5.7,1,52
5454,1,8,1,2,25.5,29.7,0,128
5455,1,11,0,1,24.6,26.7,1,111
5456,0,10,1,3,6.1,3.0,2,15
5457,0,14,1,1,25.1,26.2,2,56
5458,1,11,1,1,3.3,1.0,0,20
5459,0,2,1,1,23.9,25.9,2,2
5460,0,23,0,1,25.8,27.0,0,56
5461,0,16,1,1,25.4,27.6,2,111
5462,0,16,0,2,26.0,27.2,0,137
5463,1,14,0,1,26.6,29.8,1,107
5464,0,6,1,3,16.4,17.0,2,16
5465,1,5,1,1,5.9,5.8,0,8
5466,1,4,1,1,9.6,9.7,2,0
5467,0,8,1,1,20.7,22.6,1,175
5468,1,11,0,2,3.0,-1.3,2,56
5469,1,6,1,2,3.4,1.1,0,14
5470,1,10,0,2,22.4,22.3,0,82
5471,1,19,0,2,27.1,28.3,0,97
5472,1,16,1,1,25.6,25.8,2,104
5473,1,13,1,1,24.0,25.0,2,74
5474,1,21,1,2,19.8,20.5,1,25
5475,1,14,1,2,25.8,28.0,0,47
5476,1,22,0,1,26.0,30.2,1,31
5477,1,2,1,1,20.4,25.2,2,3
5478,0,1,1,2,23.3,25.3,0,5
5479,1,5,0,1,16.4,17.0,3,0
5480,1,14,0,1,8.1,4.1,2,87
5481,0,18,1,1,34.1,36.8,2,142
5482,0,16,1,1,27.2,28.4,1,90
5483,1,10,1,2,18.5,19.2,2,28
5484,1,0,0,1,19.4,20.1,0,27
5485,0,10,1,2,1.0,-2.4,1,30
5486,1,13,1,2,23.7,25.7,3,37
5487,1,5,1,2,20.4,21.2,1,6
5488,0,9,0,1,19.8,24.6,3,86
5489,0,0,1,1,28.8,33.1,1,25
5490,0,10,1,1,5.8,1.7,4,22
5491,0,5,1,2,21.0,20.9,0,7
5492,0,17,0,1,22.9,24.9,0,145
5493,0,2,1,2,7.1,4.1,2,1
5494,1,9,1,1,6.8,3.8,2,42
5495,0,1,1,1,16.0,16.6,0,5
5496,1,15,0,1,21.5,25.4,3,123
5497,1,5,0,2,12.8,13.1,0,1
5498,0,13,0,1,19.0,19.7,1,122
5499,1,4,0,1,3.1,-0.2,1,0
5500,0,22,0,1,3.7,-0.6,2,18
5501,0,20,1,1,20.8,23.7,1,93
5502,1,10,1,1,28.3,30.6,0,33
5503,1,21,1,1,13.3,13.7,1,58
5504,1,20,0,2,13.5,13.9,0,36
5505,0,1,0,1,10.9,11.1,1,7
5506,1,5,1,2,-1.7,-4.3,0,1
5507,0,13,1,3,3.5,1.2,0,17
5508,0,3,1,3,8.7,6.8,2,0
5509,1,3,1,2,25.1,28.2,0,2
5510,0,9,1,1,21.0,24.9,1,96
5511,1,14,0,1,27.0,30.2,1,111
5512,1,9,1,2,17.7,18.3,0,64
5513,1,23,0,2,3.8,-0.4,2,12
5514,1,5,0,1,2.0,0.7,0,1
5515,0,0,0,2,6.3,5.2,0,29
5516,0,14,1,1,8.8,7.9,0,61
5517,0,23,1,3,20.2,18.0,2,17
5518,0,5,0,1,3.4,0.1,1,1
5519,0,21,1,1,6.5,5.5,0,28
5520,1,14,1,1,21.1,22.0,2,42
5521,1,3,1,1,22.7,24.7,0,3
5522,0,17,1,3,20.7,23.6,3,107
5523,1,9,1,1,25.3,27.4,2,68
5524,0,20,0,1,24.1,26.1,0,79
5525,1,9,1,2,0.0,-3.5,1,39
5526,1,21,1,1,-1.7,-6.3,1,17
5527,0,15,1,2,27.5,28.8,1,89
5528,0,12,1,1,13.2,13.5,2,66
5529,0,7,1,1,12.2,12.5,1,84
5530,1,6,1,2,12.3,12.6,2,34
5531,1,13,0,1,20.0,24.8,2,130
5532,0,11,1,1,18.1,18.8,1,53
5533,1,23,1,1,14.1,14.5,0,17
5534,0,3,1,2,7.7,4.7,2,0
5535,1,11,0,2,10.1,10.2,2,87
5536,1,6,1,3,16.4,17.0,2,14
5537,1,20,0,1,15.9,16.5,1,42
5538,1,21,1,1,11.1,11.3,0,54
5539,0,20,0,1,20.1,23.9,1,69
5540,0,14,1,1,30.7,34.2,0,73
5541,0,4,1,3,6.9,3.9,2,0
5542,1,9,1,2,4.3,1.1,2,29
5543,1,1,1,1,9.0,7.1,2,3
5544,0,5,1,1,27.0,30.2,1,8
